KrazyMan79	0.5730323003	0.309010138	4
Dork Matter	0.5577701782	0.2428777698	2
lezzthan3	0.5293743236	0.326095821	3
nicogaming2	0.5398572053	0.2283194622	4
Willow Willow Willow	0.5888653595	0.3167964899	3
The Doe Book	0.531742026	0.2874612229	3
dermpkid	0.4725909138	0.1666130116	2
Material Melee Official	0.583556445	0.3572645691	2
Jaden73147	0.4960733223	0.2201957505	1
Lucpel18	0.7843543062	0.1029764835	1
abugida	0.506360017	0.142989375	4
Infi-Nerdy	0.5340609851	0.213206275	2
GreenyGuy	0.4584383461	0.3075466334	3
Mikez777	0.5630867641	0.2801329482	3
Icey You	0.4935953102	0.2898016372	3
AgileGlass	0.5072762286	0.3128598443	2
"Dan." (include period pls)	0.6570445204	0.2437012249	2
napptapp	0.6043010139	0.3033892063	4
Hacim42	0.5011102123	0.2288148429	2
TangerineFish	0.4655008823	0.2936736529	2
JayAreEee	0.508764146	0.2739693567	2
Nine Volts	0.5663751049	0.2972520766	2
Aqua247	0.5656019475	0.3610047003	4
Poop book	0.451583943	0.2027509175	3
Werrywit	0.5339482484	0.1338279258	3
+QuinDex+	0.456095732	0.224507563	2
BuddyRock123	0.5391132425	0.3107697024	4
Hemi Demi	0.5005141082	0.2502354729	3
DefaultAwareness	0.5183588849	0.177124596	2
HyundaiElantra	0.5420565279	0.1289960459	3
Norse Code	0.5395789248	0.1629891537	3
Yoshikid	0.5373730004	0.2407311895	3
TheNavyBomb	0.4977725086	0.3302585581	1
jaydene19248	0.5049473619	0.3165291472	4
Object	0.5704769693	0.2721236286	3
MAYONNAISE	0.4078208976	0.2557467535	1
Gresskarpai	0.5233310373	0.3299311327	3
BitterestBuggy	0.468601048	0.2149892931	2
Random Rodger	0.5123731965	0.284086978	2
Fizzel	0.5377409583	0.2721538848	2
Vivid	0.4991951145	0.2126921096	4
Bait and Tackle	0.4520181987	0.3032614256	2
-Vending Machine-	0.456930489	0.2819525887	1
Eurasian	0.4378544051	0.2158114102	2
EwowForever2763	0.5510290766	0.2253583974	4
An Epic Penguin	0.5224851789	0.158445962	3
Gordischious	0.5093382096	0.2619174266	4
Sticker Guidebook	0.473981101	0.3186953182	1
BoxaColgate	0.4869289164	0.3218413074	2
Larry The Lobster	0.5659276037	0.1959145724	3
JosszzoL	0.7779335006	0.2887464193	4
Quantum Solstice	0.4375793107	0.2931227316	2
Galactic Gamer/Aoki Lapis (pls include both but you can refer to me with just 1)	0.5549165205	0.2430268625	3
kitkatyj	0.4166721648	0.2894052174	2
VortexLyte	0.5927084913	0.301759993	2
Kuba Klimczak	0.5107158635	0.1787974555	3
Syro33	0.4864434643	0.313440312	3
ultimate chiller	0.5587217118	0.2263805352	3
mogi45	0.5527309901	0.1926689324	3
Wate Junior	0.5274946162	0.2369729067	1
Zayvixity	0.5280000148	0.1232246307	3
Luigi Kirby	0.4607570186	0.1877350173	1
theredpro	0.4860483314	0.265664741	1
ramen	0.5268229734	0.2443918144	3
