Name	Top 5000	Top 1000	Top 500	Top 100	Top 50	Top 10	Top 5	Top 3	Top 1	
Me T. Pickle	1.000000	0.800000	0.511000	0.089000	0.038000	0.002000	0.000000	0.000000	0.000000	
RattieThe_Ratt	1.000000	0.776000	0.507000	0.100000	0.044000	0.003000	0.001000	0.001000	0.000000	
Trevnado	0.998000	0.615000	0.366000	0.059000	0.026000	0.002000	0.001000	0.000000	0.000000	
IMC	1.000000	0.753000	0.478000	0.087000	0.026000	0.000000	0.000000	0.000000	0.000000	
Artificial Girl	1.000000	0.621000	0.356000	0.054000	0.020000	0.002000	0.000000	0.000000	0.000000	
1Gary	1.000000	0.910000	0.664000	0.150000	0.056000	0.004000	0.003000	0.000000	0.000000	
MineFlex_B	1.000000	0.780000	0.504000	0.068000	0.027000	0.002000	0.001000	0.001000	0.000000	
Parallel Paperbacks	1.000000	0.738000	0.458000	0.066000	0.030000	0.004000	0.000000	0.000000	0.000000	
ImTheJoshyBoi	0.996000	0.627000	0.357000	0.051000	0.014000	0.000000	0.000000	0.000000	0.000000	
BFBFan5346	0.998000	0.616000	0.378000	0.063000	0.021000	0.004000	0.001000	0.001000	0.000000	
The Great And Mighty Waffle Captain	1.000000	0.638000	0.401000	0.067000	0.022000	0.003000	0.001000	0.000000	0.000000	
Holo	0.998000	0.666000	0.374000	0.063000	0.025000	0.001000	0.000000	0.000000	0.000000	
Juliansl	1.000000	0.726000	0.439000	0.065000	0.029000	0.002000	0.001000	0.000000	0.000000	
smnsr05	1.000000	0.813000	0.575000	0.113000	0.039000	0.004000	0.001000	0.000000	0.000000	
Flare Dare	1.000000	0.916000	0.685000	0.152000	0.063000	0.003000	0.000000	0.000000	0.000000	
Tak Ajnin	1.000000	0.772000	0.496000	0.073000	0.025000	0.001000	0.000000	0.000000	0.000000	
charles_nathan	1.000000	0.796000	0.537000	0.097000	0.042000	0.005000	0.003000	0.001000	0.000000	
Remy	1.000000	0.739000	0.439000	0.080000	0.024000	0.000000	0.000000	0.000000	0.000000	
Sleepless Sparrow	1.000000	0.701000	0.424000	0.039000	0.010000	0.000000	0.000000	0.000000	0.000000	
smolden	1.000000	0.557000	0.253000	0.026000	0.008000	0.000000	0.000000	0.000000	0.000000	
Z-Bean	1.000000	0.836000	0.544000	0.092000	0.032000	0.004000	0.000000	0.000000	0.000000	
Hunter J	1.000000	0.765000	0.485000	0.066000	0.022000	0.004000	0.001000	0.001000	0.000000	
Bubbus	1.000000	0.775000	0.473000	0.073000	0.024000	0.002000	0.001000	0.000000	0.000000	
MAYONNAISE	1.000000	0.742000	0.435000	0.056000	0.013000	0.001000	0.000000	0.000000	0.000000	
Snoozingnewt	1.000000	0.816000	0.563000	0.108000	0.040000	0.002000	0.001000	0.000000	0.000000	
lunarxx	1.000000	0.845000	0.586000	0.121000	0.052000	0.007000	0.003000	0.001000	0.000000	
captking	0.997000	0.601000	0.346000	0.050000	0.017000	0.001000	0.001000	0.000000	0.000000	
Nebbulz	1.000000	0.672000	0.362000	0.047000	0.014000	0.001000	0.001000	0.001000	0.001000	
Ghostie Q	1.000000	0.798000	0.555000	0.102000	0.037000	0.004000	0.002000	0.000000	0.000000	
Jamixiy	1.000000	0.811000	0.549000	0.114000	0.048000	0.007000	0.001000	0.000000	0.000000	
Varmints	1.000000	0.792000	0.513000	0.095000	0.040000	0.005000	0.003000	0.001000	0.001000	
Meptune	1.000000	0.780000	0.533000	0.091000	0.035000	0.003000	0.001000	0.001000	0.000000	
Adamanti	0.998000	0.632000	0.358000	0.048000	0.016000	0.000000	0.000000	0.000000	0.000000	
iTeoti	1.000000	0.682000	0.383000	0.056000	0.018000	0.002000	0.001000	0.001000	0.000000	
Bromeo Wuggles	1.000000	0.778000	0.523000	0.096000	0.037000	0.003000	0.000000	0.000000	0.000000	
MrObjects	0.999000	0.624000	0.348000	0.039000	0.019000	0.001000	0.000000	0.000000	0.000000	
Earth Plume	1.000000	0.815000	0.550000	0.127000	0.044000	0.005000	0.002000	0.001000	0.000000	
knuxchux	1.000000	0.782000	0.512000	0.093000	0.028000	0.002000	0.001000	0.001000	0.000000	
Coiny BFDI	1.000000	0.774000	0.511000	0.090000	0.032000	0.004000	0.003000	0.002000	0.000000	
Juhmatok	1.000000	0.814000	0.562000	0.107000	0.036000	0.005000	0.002000	0.001000	0.001000	
Augie279	1.000000	0.610000	0.371000	0.053000	0.016000	0.001000	0.000000	0.000000	0.000000	
ewi lune	1.000000	0.796000	0.546000	0.125000	0.052000	0.003000	0.001000	0.000000	0.000000	
Zygarbodor	1.000000	0.768000	0.502000	0.092000	0.039000	0.001000	0.001000	0.001000	0.000000	
Phantomations	1.000000	0.795000	0.550000	0.111000	0.048000	0.000000	0.000000	0.000000	0.000000	
roxyisrad	1.000000	0.526000	0.244000	0.023000	0.010000	0.000000	0.000000	0.000000	0.000000	
cat copnt	0.997000	0.598000	0.358000	0.051000	0.025000	0.002000	0.001000	0.001000	0.001000	
DuckOmega	0.619000	0.125000	0.056000	0.006000	0.001000	0.000000	0.000000	0.000000	0.000000	
YBukko	1.000000	0.759000	0.488000	0.065000	0.016000	0.001000	0.000000	0.000000	0.000000	
Johnny Zillion	1.000000	0.760000	0.485000	0.055000	0.015000	0.000000	0.000000	0.000000	0.000000	
Detective Chiyo	1.000000	0.811000	0.521000	0.084000	0.027000	0.001000	0.000000	0.000000	0.000000	
MrDell47	1.000000	0.781000	0.504000	0.091000	0.029000	0.001000	0.000000	0.000000	0.000000	
SquishmallowsUnited	1.000000	0.710000	0.414000	0.054000	0.014000	0.000000	0.000000	0.000000	0.000000	
jan Natoku	1.000000	0.580000	0.297000	0.029000	0.012000	0.001000	0.001000	0.001000	0.000000	
BongoRadio	1.000000	0.660000	0.337000	0.032000	0.013000	0.000000	0.000000	0.000000	0.000000	
Jemuon	1.000000	0.780000	0.521000	0.101000	0.035000	0.002000	0.000000	0.000000	0.000000	
SimplePoyo	1.000000	0.595000	0.318000	0.019000	0.007000	0.000000	0.000000	0.000000	0.000000	
JoseyPosey7	1.000000	0.796000	0.567000	0.096000	0.029000	0.002000	0.001000	0.000000	0.000000	
bfbohiofan11	1.000000	0.804000	0.537000	0.094000	0.041000	0.003000	0.002000	0.000000	0.000000	
wGUy1	1.000000	0.729000	0.423000	0.052000	0.018000	0.000000	0.000000	0.000000	0.000000	
Luna	1.000000	0.667000	0.380000	0.052000	0.019000	0.003000	0.001000	0.000000	0.000000	
Ienne	1.000000	0.718000	0.418000	0.057000	0.023000	0.001000	0.001000	0.001000	0.000000	
SnowbledenOne	1.000000	0.738000	0.434000	0.052000	0.023000	0.001000	0.000000	0.000000	0.000000	
Apple_Flames	1.000000	0.703000	0.389000	0.038000	0.011000	0.001000	0.000000	0.000000	0.000000	
Plebster	1.000000	0.676000	0.342000	0.037000	0.012000	0.000000	0.000000	0.000000	0.000000	
Wafflez	0.995000	0.590000	0.324000	0.041000	0.011000	0.002000	0.001000	0.000000	0.000000	
ZVARRI 2	0.998000	0.633000	0.349000	0.052000	0.020000	0.001000	0.000000	0.000000	0.000000	
Daquan Huang	1.000000	0.733000	0.411000	0.050000	0.015000	0.000000	0.000000	0.000000	0.000000	
DogeBone3	1.000000	0.622000	0.339000	0.044000	0.017000	0.001000	0.000000	0.000000	0.000000	
LuraEternal	1.000000	0.766000	0.467000	0.078000	0.032000	0.003000	0.001000	0.001000	0.000000	
Youmg44	1.000000	0.825000	0.560000	0.087000	0.031000	0.001000	0.000000	0.000000	0.000000	
RoyalMike	1.000000	0.788000	0.495000	0.091000	0.039000	0.002000	0.001000	0.001000	0.000000	
harmonybot	1.000000	0.719000	0.417000	0.047000	0.014000	0.000000	0.000000	0.000000	0.000000	
Marisa Lyga	1.000000	0.647000	0.347000	0.037000	0.009000	0.001000	0.000000	0.000000	0.000000	
tfgui	1.000000	0.865000	0.598000	0.087000	0.031000	0.001000	0.000000	0.000000	0.000000	
DaveLikesGames	1.000000	0.877000	0.642000	0.121000	0.044000	0.003000	0.000000	0.000000	0.000000	
hyfin	1.000000	0.734000	0.409000	0.056000	0.018000	0.002000	0.000000	0.000000	0.000000	
Flasankia	1.000000	0.735000	0.428000	0.050000	0.013000	0.000000	0.000000	0.000000	0.000000	
ShadowFlames	1.000000	0.808000	0.505000	0.069000	0.022000	0.001000	0.000000	0.000000	0.000000	
Terrasol	1.000000	0.814000	0.531000	0.101000	0.039000	0.003000	0.000000	0.000000	0.000000	
Floobee	1.000000	0.787000	0.512000	0.091000	0.041000	0.002000	0.002000	0.002000	0.000000	
OpalStatus	1.000000	0.800000	0.531000	0.100000	0.030000	0.002000	0.000000	0.000000	0.000000	
Geeky	1.000000	0.834000	0.547000	0.101000	0.039000	0.005000	0.001000	0.000000	0.000000	
Linith	1.000000	0.543000	0.278000	0.039000	0.013000	0.000000	0.000000	0.000000	0.000000	
Wie	0.997000	0.600000	0.356000	0.041000	0.005000	0.000000	0.000000	0.000000	0.000000	
SaddleBag	1.000000	0.582000	0.329000	0.050000	0.018000	0.001000	0.000000	0.000000	0.000000	
Phant0mInfinity	1.000000	0.752000	0.485000	0.084000	0.026000	0.002000	0.000000	0.000000	0.000000	
DiamondStab	0.996000	0.596000	0.344000	0.052000	0.020000	0.003000	0.001000	0.001000	0.001000	
DanDaMiniFig	0.996000	0.572000	0.294000	0.033000	0.010000	0.000000	0.000000	0.000000	0.000000	
Pencil	1.000000	0.671000	0.356000	0.031000	0.006000	0.000000	0.000000	0.000000	0.000000	
PataG	1.000000	0.768000	0.504000	0.093000	0.038000	0.003000	0.003000	0.001000	0.000000	
Darrest	1.000000	0.672000	0.348000	0.037000	0.010000	0.000000	0.000000	0.000000	0.000000	
Neonique	1.000000	0.766000	0.490000	0.062000	0.017000	0.001000	0.001000	0.000000	0.000000	
Brandy?	0.998000	0.580000	0.320000	0.047000	0.018000	0.002000	0.001000	0.001000	0.000000	
hung9A	1.000000	0.753000	0.444000	0.063000	0.025000	0.001000	0.000000	0.000000	0.000000	
CallMeObby Bobby	1.000000	0.724000	0.384000	0.040000	0.013000	0.000000	0.000000	0.000000	0.000000	
ApologeticFunyarinpa	1.000000	0.738000	0.438000	0.050000	0.013000	0.001000	0.000000	0.000000	0.000000	
coder01	1.000000	0.801000	0.519000	0.079000	0.032000	0.001000	0.001000	0.001000	0.000000	
elevatorz	1.000000	0.806000	0.559000	0.113000	0.040000	0.002000	0.000000	0.000000	0.000000	
Xi Flashlight	0.998000	0.596000	0.309000	0.032000	0.011000	0.002000	0.000000	0.000000	0.000000	
That One Herring	1.000000	0.619000	0.311000	0.016000	0.002000	0.000000	0.000000	0.000000	0.000000	
Dissmo	1.000000	0.490000	0.223000	0.011000	0.006000	0.000000	0.000000	0.000000	0.000000	
Sbarb	0.994000	0.589000	0.321000	0.040000	0.015000	0.002000	0.002000	0.001000	0.000000	
Gummy Pikmin Productions	0.998000	0.573000	0.311000	0.040000	0.014000	0.001000	0.000000	0.000000	0.000000	
Cychlo	1.000000	0.679000	0.351000	0.027000	0.006000	0.000000	0.000000	0.000000	0.000000	
row666	1.000000	0.770000	0.496000	0.090000	0.033000	0.000000	0.000000	0.000000	0.000000	
Reed	1.000000	0.678000	0.359000	0.035000	0.014000	0.000000	0.000000	0.000000	0.000000	
GrayTheSmart	1.000000	0.761000	0.437000	0.072000	0.025000	0.001000	0.001000	0.001000	0.001000	
ramen	1.000000	0.686000	0.380000	0.034000	0.013000	0.000000	0.000000	0.000000	0.000000	
Farming Simulator 2024 🚜	1.000000	0.739000	0.437000	0.061000	0.018000	0.001000	0.000000	0.000000	0.000000	
John Dubuc	1.000000	0.789000	0.498000	0.074000	0.028000	0.001000	0.000000	0.000000	0.000000	
LovePacks	0.998000	0.542000	0.276000	0.031000	0.012000	0.000000	0.000000	0.000000	0.000000	
Mirillis	1.000000	0.756000	0.442000	0.060000	0.020000	0.002000	0.000000	0.000000	0.000000	
Lucpel18	0.998000	0.549000	0.303000	0.038000	0.008000	0.001000	0.000000	0.000000	0.000000	
Trev	1.000000	0.591000	0.262000	0.024000	0.008000	0.000000	0.000000	0.000000	0.000000	
RWBYraikou888	1.000000	0.775000	0.512000	0.078000	0.031000	0.002000	0.001000	0.000000	0.000000	
Twiggy	1.000000	0.632000	0.332000	0.031000	0.012000	0.002000	0.000000	0.000000	0.000000	
ShadowKing	0.994000	0.576000	0.312000	0.049000	0.018000	0.001000	0.001000	0.000000	0.000000	
PsychoticSonja	1.000000	0.808000	0.493000	0.060000	0.017000	0.000000	0.000000	0.000000	0.000000	
thenamesh	0.997000	0.581000	0.320000	0.039000	0.017000	0.004000	0.002000	0.001000	0.000000	
EeveeLuv	1.000000	0.680000	0.390000	0.035000	0.009000	0.000000	0.000000	0.000000	0.000000	
Jakiller	1.000000	0.730000	0.441000	0.052000	0.021000	0.001000	0.000000	0.000000	0.000000	
Hypercube34	1.000000	0.652000	0.331000	0.034000	0.010000	0.000000	0.000000	0.000000	0.000000	
TunaBear	0.998000	0.554000	0.293000	0.036000	0.012000	0.001000	0.000000	0.000000	0.000000	
KnotKoda	1.000000	0.780000	0.503000	0.077000	0.026000	0.003000	0.000000	0.000000	0.000000	
Davoid	0.999000	0.582000	0.333000	0.038000	0.013000	0.002000	0.001000	0.000000	0.000000	
Dygstrama	1.000000	0.587000	0.317000	0.022000	0.007000	0.000000	0.000000	0.000000	0.000000	
syzygy	0.997000	0.586000	0.300000	0.032000	0.012000	0.001000	0.001000	0.000000	0.000000	
goober	1.000000	0.796000	0.525000	0.087000	0.034000	0.003000	0.001000	0.000000	0.000000	
sepkat	0.994000	0.590000	0.308000	0.040000	0.010000	0.001000	0.001000	0.001000	0.000000	
NorthEastBenefactor	0.998000	0.555000	0.283000	0.033000	0.012000	0.002000	0.000000	0.000000	0.000000	
DerMongoose	1.000000	0.741000	0.454000	0.059000	0.020000	0.000000	0.000000	0.000000	0.000000	
SkyTheCat	0.904000	0.251000	0.079000	0.004000	0.002000	0.000000	0.000000	0.000000	0.000000	
lezzthan3	1.000000	0.674000	0.351000	0.023000	0.003000	0.000000	0.000000	0.000000	0.000000	
Azurite	1.000000	0.728000	0.411000	0.058000	0.021000	0.000000	0.000000	0.000000	0.000000	
Woocas	1.000000	0.741000	0.450000	0.059000	0.022000	0.000000	0.000000	0.000000	0.000000	
Ironninja1116	1.000000	0.769000	0.493000	0.059000	0.027000	0.004000	0.001000	0.000000	0.000000	
Marbles32	0.998000	0.552000	0.287000	0.037000	0.014000	0.001000	0.000000	0.000000	0.000000	
GBlime	1.000000	0.725000	0.426000	0.061000	0.023000	0.000000	0.000000	0.000000	0.000000	
ALITL	1.000000	0.695000	0.394000	0.044000	0.015000	0.001000	0.000000	0.000000	0.000000	
figgyc	0.998000	0.559000	0.295000	0.031000	0.011000	0.000000	0.000000	0.000000	0.000000	
Tsskyx	1.000000	0.743000	0.441000	0.058000	0.014000	0.000000	0.000000	0.000000	0.000000	
Canine Helicopter	0.999000	0.538000	0.279000	0.037000	0.009000	0.000000	0.000000	0.000000	0.000000	
M4R1SS4_TH3_S1LLY	1.000000	0.691000	0.371000	0.033000	0.015000	0.000000	0.000000	0.000000	0.000000	
The Good Boi	1.000000	0.691000	0.365000	0.030000	0.008000	0.001000	0.000000	0.000000	0.000000	
sunddya	1.000000	0.715000	0.403000	0.062000	0.022000	0.001000	0.001000	0.000000	0.000000	
bismuth28	0.996000	0.545000	0.283000	0.029000	0.011000	0.000000	0.000000	0.000000	0.000000	
1AfterAnother	0.996000	0.573000	0.328000	0.041000	0.015000	0.001000	0.000000	0.000000	0.000000	
Sticker Guidebook	0.998000	0.590000	0.309000	0.032000	0.005000	0.000000	0.000000	0.000000	0.000000	
CanofBeans36	0.997000	0.575000	0.313000	0.039000	0.019000	0.000000	0.000000	0.000000	0.000000	
Zettex	0.992000	0.545000	0.276000	0.031000	0.009000	0.000000	0.000000	0.000000	0.000000	
Qwoomy	0.995000	0.550000	0.314000	0.041000	0.014000	0.000000	0.000000	0.000000	0.000000	
Frostmunch	1.000000	0.745000	0.459000	0.069000	0.029000	0.004000	0.001000	0.001000	0.000000	
Sajambi	0.997000	0.566000	0.327000	0.047000	0.010000	0.001000	0.000000	0.000000	0.000000	
MelnSlce	0.996000	0.468000	0.244000	0.028000	0.015000	0.003000	0.000000	0.000000	0.000000	
Vanilla Madeira	1.000000	0.592000	0.249000	0.018000	0.000000	0.000000	0.000000	0.000000	0.000000	
SLIGHT	0.997000	0.571000	0.284000	0.029000	0.008000	0.000000	0.000000	0.000000	0.000000	
Metagross_HRV	1.000000	0.525000	0.213000	0.011000	0.002000	0.000000	0.000000	0.000000	0.000000	
CardboardAirplane	1.000000	0.671000	0.350000	0.031000	0.009000	0.000000	0.000000	0.000000	0.000000	
Eddie “DeeandEd”	1.000000	0.769000	0.449000	0.058000	0.018000	0.001000	0.000000	0.000000	0.000000	
shark7whale	0.993000	0.555000	0.274000	0.029000	0.009000	0.000000	0.000000	0.000000	0.000000	
Veilure	1.000000	0.686000	0.378000	0.042000	0.009000	0.000000	0.000000	0.000000	0.000000	
crispeh	1.000000	0.547000	0.302000	0.043000	0.013000	0.000000	0.000000	0.000000	0.000000	
ThatPerson	1.000000	0.694000	0.379000	0.038000	0.013000	0.002000	0.000000	0.000000	0.000000	
LynxTheBookWolf	1.000000	0.735000	0.461000	0.067000	0.020000	0.002000	0.000000	0.000000	0.000000	
InfiniThreat	1.000000	0.601000	0.293000	0.021000	0.003000	0.000000	0.000000	0.000000	0.000000	
Bani57	1.000000	0.753000	0.457000	0.062000	0.015000	0.000000	0.000000	0.000000	0.000000	
Phantastrophy	1.000000	0.766000	0.482000	0.084000	0.035000	0.003000	0.001000	0.000000	0.000000	
hifur	1.000000	0.748000	0.476000	0.058000	0.018000	0.002000	0.000000	0.000000	0.000000	
vitleysa	1.000000	0.730000	0.448000	0.050000	0.012000	0.001000	0.000000	0.000000	0.000000	
Talinlol	0.996000	0.596000	0.330000	0.052000	0.019000	0.001000	0.001000	0.000000	0.000000	
Tb	0.988000	0.288000	0.109000	0.006000	0.002000	0.001000	0.000000	0.000000	0.000000	
sequoiaforty	1.000000	0.537000	0.243000	0.033000	0.006000	0.000000	0.000000	0.000000	0.000000	
MKWCore	1.000000	0.562000	0.254000	0.024000	0.006000	0.000000	0.000000	0.000000	0.000000	
Blaze	1.000000	0.666000	0.351000	0.047000	0.014000	0.000000	0.000000	0.000000	0.000000	
DunnaD	0.997000	0.537000	0.259000	0.028000	0.008000	0.000000	0.000000	0.000000	0.000000	
Michael Ermantrout	0.995000	0.552000	0.297000	0.028000	0.010000	0.000000	0.000000	0.000000	0.000000	
Radio_activ	1.000000	0.770000	0.484000	0.069000	0.021000	0.003000	0.000000	0.000000	0.000000	
Radanox	0.998000	0.552000	0.268000	0.028000	0.012000	0.002000	0.000000	0.000000	0.000000	
coolgamer707	1.000000	0.656000	0.354000	0.034000	0.012000	0.000000	0.000000	0.000000	0.000000	
TheMJKWorld	1.000000	0.776000	0.471000	0.057000	0.020000	0.001000	0.000000	0.000000	0.000000	
Mimi8884	1.000000	0.720000	0.414000	0.041000	0.011000	0.000000	0.000000	0.000000	0.000000	
Finnimations	1.000000	0.703000	0.406000	0.063000	0.018000	0.001000	0.001000	0.001000	0.000000	
+QuinDex+	1.000000	0.592000	0.262000	0.015000	0.004000	0.000000	0.000000	0.000000	0.000000	
hezzer3	1.000000	0.774000	0.479000	0.084000	0.025000	0.001000	0.000000	0.000000	0.000000	
kyushi	1.000000	0.741000	0.458000	0.056000	0.020000	0.001000	0.001000	0.000000	0.000000	
Hacim42	0.996000	0.499000	0.246000	0.023000	0.006000	0.001000	0.000000	0.000000	0.000000	
LiquidSpider	1.000000	0.694000	0.400000	0.043000	0.020000	0.002000	0.000000	0.000000	0.000000	
Thane	1.000000	0.640000	0.360000	0.031000	0.010000	0.001000	0.000000	0.000000	0.000000	
qywueirotp	1.000000	0.601000	0.302000	0.028000	0.008000	0.000000	0.000000	0.000000	0.000000	
BrokenSink	1.000000	0.535000	0.249000	0.012000	0.005000	0.000000	0.000000	0.000000	0.000000	
Jeelhu77	0.994000	0.533000	0.280000	0.029000	0.013000	0.001000	0.000000	0.000000	0.000000	
toadeightyfive	0.999000	0.536000	0.275000	0.024000	0.007000	0.001000	0.001000	0.001000	0.000000	
ToadlyCool	1.000000	0.679000	0.389000	0.029000	0.007000	0.000000	0.000000	0.000000	0.000000	
EndMark_3	1.000000	0.733000	0.435000	0.044000	0.018000	0.001000	0.000000	0.000000	0.000000	
ideot	1.000000	0.737000	0.424000	0.061000	0.017000	0.000000	0.000000	0.000000	0.000000	
Lucky Hairclip	1.000000	0.600000	0.283000	0.029000	0.007000	0.000000	0.000000	0.000000	0.000000	
Saxtim	1.000000	0.708000	0.411000	0.050000	0.020000	0.002000	0.000000	0.000000	0.000000	
the guyman	1.000000	0.568000	0.253000	0.015000	0.001000	0.000000	0.000000	0.000000	0.000000	
TheMixedMaster	1.000000	0.597000	0.279000	0.023000	0.007000	0.001000	0.000000	0.000000	0.000000	
andrej.ee	0.994000	0.523000	0.267000	0.021000	0.006000	0.001000	0.000000	0.000000	0.000000	
Banana Buggy	1.000000	0.754000	0.455000	0.065000	0.016000	0.001000	0.001000	0.001000	0.000000	
BeanutPutter	1.000000	0.641000	0.348000	0.046000	0.010000	0.001000	0.000000	0.000000	0.000000	
tauttie	1.000000	0.710000	0.401000	0.032000	0.013000	0.000000	0.000000	0.000000	0.000000	
noreasoning	0.999000	0.556000	0.289000	0.029000	0.012000	0.001000	0.000000	0.000000	0.000000	
asetylnitrat	0.995000	0.469000	0.217000	0.018000	0.005000	0.000000	0.000000	0.000000	0.000000	
Quantum Solstice	1.000000	0.510000	0.215000	0.014000	0.004000	0.000000	0.000000	0.000000	0.000000	
Baked Bacon	0.997000	0.501000	0.263000	0.025000	0.005000	0.001000	0.000000	0.000000	0.000000	
Abamy	0.997000	0.524000	0.252000	0.023000	0.006000	0.000000	0.000000	0.000000	0.000000	
will9183	1.000000	0.729000	0.395000	0.042000	0.009000	0.001000	0.000000	0.000000	0.000000	
Car	1.000000	0.611000	0.310000	0.023000	0.011000	0.001000	0.000000	0.000000	0.000000	
gibby flibby	1.000000	0.551000	0.244000	0.013000	0.004000	0.000000	0.000000	0.000000	0.000000	
YellowNote	1.000000	0.752000	0.465000	0.063000	0.016000	0.000000	0.000000	0.000000	0.000000	
Gurdit 88	0.994000	0.516000	0.272000	0.023000	0.004000	0.000000	0.000000	0.000000	0.000000	
Cpt. Mono	1.000000	0.602000	0.322000	0.029000	0.011000	0.002000	0.000000	0.000000	0.000000	
Zelaznog92	0.997000	0.550000	0.281000	0.028000	0.006000	0.000000	0.000000	0.000000	0.000000	
ACN	1.000000	0.550000	0.269000	0.026000	0.011000	0.001000	0.000000	0.000000	0.000000	
Sparrowcat	1.000000	0.595000	0.291000	0.025000	0.010000	0.000000	0.000000	0.000000	0.000000	
Artaz	1.000000	0.699000	0.381000	0.034000	0.013000	0.001000	0.000000	0.000000	0.000000	
TawnyBarnOwl	1.000000	0.643000	0.316000	0.031000	0.010000	0.000000	0.000000	0.000000	0.000000	
dominoexists	0.993000	0.525000	0.240000	0.019000	0.005000	0.000000	0.000000	0.000000	0.000000	
RiggyRocket	0.860000	0.126000	0.040000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	
Taost	0.987000	0.317000	0.113000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	
Dyskrasit	1.000000	0.767000	0.467000	0.061000	0.013000	0.000000	0.000000	0.000000	0.000000	
FROGLOCK	0.997000	0.463000	0.224000	0.013000	0.002000	0.001000	0.000000	0.000000	0.000000	
MeLikePie50	0.996000	0.301000	0.106000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	
